MTU;Biomass;Fossil Brown coal/Lignite;Fossil Coal-derived gas;Fossil Gas;Fossil Hard coal;Fossil Oil;Fossil Oil shale;Fossil Peat;Geothermal;Hydro Pumped Storage;Hydro Pumped Storage.1;Hydro Run-of-river and poundage;Hydro Water Reservoir;Marine;Nuclear;Other;Other renewable;Solar;Waste;Wind Offshore;Wind Onshore;start;end;start_datetime;start_unix_timestamp;end_datetime;end_unix_timestamp
23:30 - 23:45;4282.0;7115.0;;4861.0;2483.0;373.0;;;20.0;965.0;207.0;1807.0;82.0;;;137.0;58.0;0.0;486.0;2321.0;12460.0;23:30;23:45;2024-04-08 23:30:00+02:00;1712611800.0;2024-04-08 23:45:00+02:00;1712612700.0
23:45 - 00:00;4282.0;6947.0;;4709.0;2289.0;373.0;;;20.0;575.0;219.0;1809.0;64.0;;;137.0;58.0;0.0;479.0;2405.0;12517.0;23:45;00:00;2024-04-08 23:45:00+02:00;1712612700.0;2024-04-08 00:00:00+02:00;1712527200.0
00:00 - 00:15;4273.0;6777.0;;4290.0;2060.0;373.0;;;20.0;1360.0;389.0;1807.0;56.0;;;137.0;56.0;0.0;483.0;2357.0;12839.0;00:00;00:15;2024-04-09 00:00:00+02:00;1712613600.0;2024-04-09 00:15:00+02:00;1712614500.0
00:15 - 00:30;4261.0;6573.0;;4157.0;2010.0;373.0;;;20.0;794.0;779.0;1804.0;25.0;;;137.0;56.0;0.0;486.0;2412.0;13016.0;00:15;00:30;2024-04-09 00:15:00+02:00;1712614500.0;2024-04-09 00:30:00+02:00;1712615400.0
00:30 - 00:45;4260.0;6311.0;;4039.0;1914.0;373.0;;;20.0;339.0;1617.0;1804.0;29.0;;;137.0;56.0;0.0;486.0;2493.0;13244.0;00:30;00:45;2024-04-09 00:30:00+02:00;1712615400.0;2024-04-09 00:45:00+02:00;1712616300.0
00:45 - 01:00;4264.0;5939.0;;3849.0;1651.0;373.0;;;20.0;309.0;1615.0;1804.0;44.0;;;137.0;56.0;0.0;488.0;2504.0;13509.0;00:45;01:00;2024-04-09 00:45:00+02:00;1712616300.0;2024-04-09 01:00:00+02:00;1712617200.0
01:00 - 01:15;4265.0;5412.0;;3808.0;1645.0;373.0;;;20.0;852.0;600.0;1807.0;93.0;;;137.0;56.0;0.0;487.0;2576.0;13622.0;01:00;01:15;2024-04-09 01:00:00+02:00;1712617200.0;2024-04-09 01:15:00+02:00;1712618100.0
01:15 - 01:30;4279.0;5244.0;;3854.0;1641.0;373.0;;;20.0;610.0;566.0;1810.0;37.0;;;137.0;59.0;0.0;486.0;2570.0;13477.0;01:15;01:30;2024-04-09 01:15:00+02:00;1712618100.0;2024-04-09 01:30:00+02:00;1712619000.0
01:30 - 01:45;4271.0;5038.0;;3764.0;1609.0;373.0;;;20.0;303.0;660.0;1811.0;21.0;;;137.0;59.0;0.0;486.0;2776.0;13471.0;01:30;01:45;2024-04-09 01:30:00+02:00;1712619000.0;2024-04-09 01:45:00+02:00;1712619900.0
01:45 - 02:00;4271.0;4792.0;;3712.0;1527.0;373.0;;;20.0;306.0;923.0;1812.0;21.0;;;137.0;59.0;0.0;488.0;2959.0;13951.0;01:45;02:00;2024-04-09 01:45:00+02:00;1712619900.0;2024-04-09 02:00:00+02:00;1712620800.0
02:00 - 02:15;4287.0;4332.0;;3779.0;1273.0;373.0;;;20.0;397.0;1108.0;1813.0;117.0;;;137.0;59.0;0.0;487.0;3212.0;14214.0;02:00;02:15;2024-04-09 02:00:00+02:00;1712620800.0;2024-04-09 02:15:00+02:00;1712621700.0
02:15 - 02:30;4298.0;4177.0;;3613.0;1283.0;373.0;;;20.0;299.0;1692.0;1818.0;33.0;;;137.0;59.0;0.0;488.0;3514.0;13972.0;02:15;02:30;2024-04-09 02:15:00+02:00;1712621700.0;2024-04-09 02:30:00+02:00;1712622600.0
02:30 - 02:45;4302.0;4186.0;;3376.0;1269.0;373.0;;;20.0;228.0;2050.0;1817.0;23.0;;;137.0;59.0;0.0;490.0;3778.0;13587.0;02:30;02:45;2024-04-09 02:30:00+02:00;1712622600.0;2024-04-09 02:45:00+02:00;1712623500.0
02:45 - 03:00;4300.0;3961.0;;3292.0;1281.0;373.0;;;20.0;223.0;2251.0;1814.0;43.0;;;137.0;59.0;0.0;503.0;3751.0;13268.0;02:45;03:00;2024-04-09 02:45:00+02:00;1712623500.0;2024-04-09 03:00:00+02:00;1712624400.0
03:00 - 03:15;4301.0;3953.0;;3304.0;1278.0;373.0;;;20.0;376.0;2021.0;1812.0;80.0;;;137.0;59.0;0.0;508.0;4019.0;13069.0;03:00;03:15;2024-04-09 03:00:00+02:00;1712624400.0;2024-04-09 03:15:00+02:00;1712625300.0
03:15 - 03:30;4317.0;3868.0;;3213.0;1290.0;373.0;;;20.0;166.0;2934.0;1808.0;62.0;;;137.0;59.0;0.0;505.0;4336.0;12984.0;03:15;03:30;2024-04-09 03:15:00+02:00;1712625300.0;2024-04-09 03:30:00+02:00;1712626200.0
03:30 - 03:45;4330.0;3937.0;;3202.0;1294.0;373.0;;;20.0;244.0;2708.0;1807.0;61.0;;;137.0;59.0;0.0;503.0;4333.0;12891.0;03:30;03:45;2024-04-09 03:30:00+02:00;1712626200.0;2024-04-09 03:45:00+02:00;1712627100.0
03:45 - 04:00;4335.0;3958.0;;3279.0;1297.0;373.0;;;20.0;337.0;2641.0;1807.0;54.0;;;137.0;59.0;0.0;500.0;4245.0;12882.0;03:45;04:00;2024-04-09 03:45:00+02:00;1712627100.0;2024-04-09 04:00:00+02:00;1712628000.0
04:00 - 04:15;4335.0;3970.0;;3203.0;1316.0;373.0;;;20.0;129.0;1480.0;1807.0;29.0;;;137.0;59.0;0.0;503.0;4221.0;12879.0;04:00;04:15;2024-04-09 04:00:00+02:00;1712628000.0;2024-04-09 04:15:00+02:00;1712628900.0
04:15 - 04:30;4356.0;3994.0;;3206.0;1310.0;373.0;;;20.0;324.0;1144.0;1813.0;29.0;;;137.0;59.0;0.0;505.0;3610.0;12803.0;04:15;04:30;2024-04-09 04:15:00+02:00;1712628900.0;2024-04-09 04:30:00+02:00;1712629800.0
04:30 - 04:45;4365.0;4045.0;;3298.0;1311.0;373.0;;;20.0;432.0;1103.0;1818.0;26.0;;;137.0;59.0;0.0;513.0;3653.0;12999.0;04:30;04:45;2024-04-09 04:30:00+02:00;1712629800.0;2024-04-09 04:45:00+02:00;1712630700.0
04:45 - 05:00;4367.0;4136.0;;3432.0;1342.0;373.0;;;20.0;375.0;800.0;1819.0;52.0;;;137.0;59.0;0.0;514.0;3744.0;13399.0;04:45;05:00;2024-04-09 04:45:00+02:00;1712630700.0;2024-04-09 05:00:00+02:00;1712631600.0
05:00 - 05:15;4375.0;4373.0;;3271.0;1392.0;373.0;;;20.0;461.0;832.0;1821.0;62.0;;;137.0;59.0;0.0;508.0;3712.0;13608.0;05:00;05:15;2024-04-09 05:00:00+02:00;1712631600.0;2024-04-09 05:15:00+02:00;1712632500.0
05:15 - 05:30;4384.0;4911.0;;3546.0;1414.0;373.0;;;20.0;742.0;831.0;1824.0;66.0;;;137.0;59.0;0.0;505.0;3611.0;13832.0;05:15;05:30;2024-04-09 05:15:00+02:00;1712632500.0;2024-04-09 05:30:00+02:00;1712633400.0
05:30 - 05:45;4393.0;5245.0;;3706.0;1427.0;373.0;;;20.0;888.0;513.0;1827.0;87.0;;;137.0;59.0;0.0;493.0;3272.0;14175.0;05:30;05:45;2024-04-09 05:30:00+02:00;1712633400.0;2024-04-09 05:45:00+02:00;1712634300.0
05:45 - 06:00;4401.0;5606.0;;3739.0;1430.0;373.0;;;20.0;1429.0;185.0;1828.0;113.0;;;137.0;59.0;0.0;504.0;3080.0;14416.0;05:45;06:00;2024-04-09 05:45:00+02:00;1712634300.0;2024-04-09 06:00:00+02:00;1712635200.0
06:00 - 06:15;4421.0;6056.0;;3909.0;1508.0;373.0;;;20.0;998.0;275.0;1825.0;77.0;;;137.0;59.0;0.0;507.0;3315.0;15061.0;06:00;06:15;2024-04-09 06:00:00+02:00;1712635200.0;2024-04-09 06:15:00+02:00;1712636100.0
06:15 - 06:30;4426.0;6285.0;;4009.0;1571.0;373.0;;;20.0;2165.0;123.0;1822.0;114.0;;;137.0;59.0;6.0;514.0;3591.0;15840.0;06:15;06:30;2024-04-09 06:15:00+02:00;1712636100.0;2024-04-09 06:30:00+02:00;1712637000.0
06:30 - 06:45;4438.0;6323.0;;4015.0;1580.0;373.0;;;20.0;3396.0;12.0;1814.0;108.0;;;137.0;59.0;82.0;513.0;3731.0;15777.0;06:30;06:45;2024-04-09 06:30:00+02:00;1712637000.0;2024-04-09 06:45:00+02:00;1712637900.0
06:45 - 07:00;4444.0;6312.0;;4109.0;1597.0;373.0;;;20.0;4437.0;11.0;1809.0;108.0;;;137.0;59.0;365.0;512.0;3888.0;15902.0;06:45;07:00;2024-04-09 06:45:00+02:00;1712637900.0;2024-04-09 07:00:00+02:00;1712638800.0
07:00 - 07:15;4456.0;6294.0;;4087.0;1617.0;373.0;;;20.0;5303.0;7.0;1808.0;76.0;;;143.0;59.0;1018.0;517.0;3720.0;16235.0;07:00;07:15;2024-04-09 07:00:00+02:00;1712638800.0;2024-04-09 07:15:00+02:00;1712639700.0
07:15 - 07:30;4444.0;6264.0;;4096.0;1628.0;373.0;;;20.0;5119.0;8.0;1811.0;72.0;;;158.0;59.0;1832.0;515.0;3772.0;16514.0;07:15;07:30;2024-04-09 07:15:00+02:00;1712639700.0;2024-04-09 07:30:00+02:00;1712640600.0
07:30 - 07:45;4442.0;6269.0;;4224.0;1619.0;373.0;;;20.0;4116.0;9.0;1815.0;62.0;;;160.0;59.0;2797.0;513.0;3739.0;16384.0;07:30;07:45;2024-04-09 07:30:00+02:00;1712640600.0;2024-04-09 07:45:00+02:00;1712641500.0
07:45 - 08:00;4430.0;6260.0;;4311.0;1629.0;373.0;;;20.0;3580.0;228.0;1820.0;47.0;;;160.0;59.0;3892.0;510.0;3946.0;16470.0;07:45;08:00;2024-04-09 07:45:00+02:00;1712641500.0;2024-04-09 08:00:00+02:00;1712642400.0
08:00 - 08:15;4436.0;6292.0;;4442.0;1634.0;373.0;;;20.0;5177.0;2.0;1804.0;123.0;;;166.0;59.0;5085.0;514.0;4311.0;16442.0;08:00;08:15;2024-04-09 08:00:00+02:00;1712642400.0;2024-04-09 08:15:00+02:00;1712643300.0
08:15 - 08:30;4424.0;6286.0;;4305.0;1634.0;373.0;;;20.0;3985.0;2.0;1807.0;105.0;;;167.0;59.0;6307.0;513.0;4865.0;16350.0;08:15;08:30;2024-04-09 08:15:00+02:00;1712643300.0;2024-04-09 08:30:00+02:00;1712644200.0
08:30 - 08:45;4430.0;6294.0;;4234.0;1635.0;373.0;;;20.0;3225.0;12.0;1810.0;38.0;;;167.0;59.0;7697.0;509.0;5203.0;16147.0;08:30;08:45;2024-04-09 08:30:00+02:00;1712644200.0;2024-04-09 08:45:00+02:00;1712645100.0
08:45 - 09:00;4420.0;6228.0;;4304.0;1631.0;373.0;;;20.0;2260.0;255.0;1817.0;32.0;;;167.0;59.0;9135.0;508.0;5400.0;15685.0;08:45;09:00;2024-04-09 08:45:00+02:00;1712645100.0;2024-04-09 09:00:00+02:00;1712646000.0
09:00 - 09:15;4412.0;6202.0;;4324.0;1634.0;373.0;;;20.0;3665.0;14.0;1825.0;140.0;;;174.0;59.0;10437.0;505.0;5601.0;14999.0;09:00;09:15;2024-04-09 09:00:00+02:00;1712646000.0;2024-04-09 09:15:00+02:00;1712646900.0
09:15 - 09:30;4375.0;6172.0;;4168.0;1595.0;373.0;;;20.0;2081.0;289.0;1844.0;192.0;;;179.0;59.0;11773.0;507.0;5462.0;14412.0;09:15;09:30;2024-04-09 09:15:00+02:00;1712646900.0;2024-04-09 09:30:00+02:00;1712647800.0
09:30 - 09:45;4363.0;6071.0;;3886.0;1608.0;373.0;;;20.0;587.0;399.0;1851.0;106.0;;;179.0;59.0;13178.0;510.0;5412.0;14762.0;09:30;09:45;2024-04-09 09:30:00+02:00;1712647800.0;2024-04-09 09:45:00+02:00;1712648700.0
09:45 - 10:00;4357.0;5986.0;;3771.0;1558.0;373.0;;;20.0;291.0;418.0;1850.0;178.0;;;179.0;59.0;14487.0;512.0;5429.0;15098.0;09:45;10:00;2024-04-09 09:45:00+02:00;1712648700.0;2024-04-09 10:00:00+02:00;1712649600.0
10:00 - 10:15;4337.0;5905.0;;3355.0;1536.0;373.0;;;20.0;987.0;27.0;1856.0;227.0;;;173.0;59.0;15589.0;510.0;4799.0;15127.0;10:00;10:15;2024-04-09 10:00:00+02:00;1712649600.0;2024-04-09 10:15:00+02:00;1712650500.0
10:15 - 10:30;4314.0;5802.0;;3247.0;1511.0;373.0;;;20.0;604.0;263.0;1861.0;138.0;;;169.0;59.0;16768.0;501.0;5009.0;14978.0;10:15;10:30;2024-04-09 10:15:00+02:00;1712650500.0;2024-04-09 10:30:00+02:00;1712651400.0
10:30 - 10:45;4296.0;5551.0;;3410.0;1501.0;373.0;;;20.0;906.0;1552.0;1861.0;281.0;;;169.0;59.0;17572.0;496.0;4526.0;14311.0;10:30;10:45;2024-04-09 10:30:00+02:00;1712651400.0;2024-04-09 10:45:00+02:00;1712652300.0
10:45 - 11:00;4285.0;5389.0;;3322.0;1506.0;373.0;;;20.0;929.0;1948.0;1864.0;302.0;;;169.0;59.0;18283.0;497.0;4162.0;14739.0;10:45;11:00;2024-04-09 10:45:00+02:00;1712652300.0;2024-04-09 11:00:00+02:00;1712653200.0
11:00 - 11:15;4281.0;5262.0;;3028.0;1493.0;451.0;;;20.0;1350.0;1284.0;1858.0;220.0;;;169.0;59.0;18833.0;491.0;3803.0;16104.0;11:00;11:15;2024-04-09 11:00:00+02:00;1712653200.0;2024-04-09 11:15:00+02:00;1712654100.0
11:15 - 11:30;4251.0;5326.0;;3067.0;1501.0;378.0;;;20.0;1440.0;1568.0;1851.0;95.0;;;169.0;59.0;19229.0;481.0;3731.0;16998.0;11:15;11:30;2024-04-09 11:15:00+02:00;1712654100.0;2024-04-09 11:30:00+02:00;1712655000.0
11:30 - 11:45;4248.0;5239.0;;3328.0;1492.0;373.0;;;20.0;603.0;1686.0;1855.0;236.0;;;169.0;59.0;19474.0;491.0;3553.0;16450.0;11:30;11:45;2024-04-09 11:30:00+02:00;1712655000.0;2024-04-09 11:45:00+02:00;1712655900.0
11:45 - 12:00;4236.0;5241.0;;3255.0;1488.0;373.0;;;20.0;366.0;2932.0;1854.0;224.0;;;169.0;59.0;19535.0;498.0;3798.0;18025.0;11:45;12:00;2024-04-09 11:45:00+02:00;1712655900.0;2024-04-09 12:00:00+02:00;1712656800.0
12:00 - 12:15;4231.0;4735.0;;3100.0;1509.0;373.0;;;20.0;214.0;3454.0;1857.0;86.0;;;163.0;59.0;19658.0;494.0;3955.0;18837.0;12:00;12:15;2024-04-09 12:00:00+02:00;1712656800.0;2024-04-09 12:15:00+02:00;1712657700.0
12:15 - 12:30;4213.0;4643.0;;3082.0;1527.0;373.0;;;20.0;67.0;4756.0;1859.0;62.0;;;154.0;59.0;19749.0;497.0;4159.0;19415.0;12:15;12:30;2024-04-09 12:15:00+02:00;1712657700.0;2024-04-09 12:30:00+02:00;1712658600.0
12:30 - 12:45;4217.0;4574.0;;3119.0;1539.0;373.0;;;20.0;66.0;5441.0;1860.0;115.0;;;154.0;59.0;19886.0;497.0;4078.0;19776.0;12:30;12:45;2024-04-09 12:30:00+02:00;1712658600.0;2024-04-09 12:45:00+02:00;1712659500.0
12:45 - 13:00;4205.0;4492.0;;3141.0;1532.0;373.0;;;20.0;236.0;5689.0;1861.0;333.0;;;154.0;59.0;19904.0;495.0;3695.0;19946.0;12:45;13:00;2024-04-09 12:45:00+02:00;1712659500.0;2024-04-09 13:00:00+02:00;1712660400.0
13:00 - 13:15;4203.0;4565.0;;3010.0;1663.0;373.0;;;20.0;209.0;4229.0;1857.0;339.0;;;154.0;59.0;19803.0;489.0;3529.0;20802.0;13:00;13:15;2024-04-09 13:00:00+02:00;1712660400.0;2024-04-09 13:15:00+02:00;1712661300.0
13:15 - 13:30;4199.0;4628.0;;3027.0;1660.0;373.0;;;20.0;60.0;4704.0;1852.0;187.0;;;154.0;59.0;19620.0;488.0;3614.0;21552.0;13:15;13:30;2024-04-09 13:15:00+02:00;1712661300.0;2024-04-09 13:30:00+02:00;1712662200.0
13:30 - 13:45;4199.0;4714.0;;2995.0;1614.0;373.0;;;20.0;16.0;5745.0;1850.0;48.0;;;154.0;59.0;19077.0;487.0;4048.0;22547.0;13:30;13:45;2024-04-09 13:30:00+02:00;1712662200.0;2024-04-09 13:45:00+02:00;1712663100.0
13:45 - 14:00;4195.0;4649.0;;2998.0;1612.0;373.0;;;20.0;8.0;6302.0;1852.0;154.0;;;155.0;59.0;18502.0;492.0;4534.0;23481.0;13:45;14:00;2024-04-09 13:45:00+02:00;1712663100.0;2024-04-09 14:00:00+02:00;1712664000.0
14:00 - 14:15;4208.0;4704.0;;2922.0;1554.0;373.0;;;20.0;38.0;5579.0;1855.0;256.0;;;155.0;59.0;17850.0;491.0;4727.0;23683.0;14:00;14:15;2024-04-09 14:00:00+02:00;1712664000.0;2024-04-09 14:15:00+02:00;1712664900.0
14:15 - 14:30;4215.0;4616.0;;2927.0;1581.0;373.0;;;20.0;50.0;5971.0;1851.0;325.0;;;155.0;59.0;17571.0;487.0;4763.0;24229.0;14:15;14:30;2024-04-09 14:15:00+02:00;1712664900.0;2024-04-09 14:30:00+02:00;1712665800.0
14:30 - 14:45;4220.0;4613.0;;2992.0;1577.0;373.0;;;20.0;81.0;5678.0;1855.0;272.0;;;155.0;59.0;16685.0;484.0;4765.0;24803.0;14:30;14:45;2024-04-09 14:30:00+02:00;1712665800.0;2024-04-09 14:45:00+02:00;1712666700.0
14:45 - 15:00;4213.0;4622.0;;2994.0;1597.0;373.0;;;20.0;306.0;5027.0;1843.0;365.0;;;155.0;59.0;15637.0;488.0;4770.0;24849.0;14:45;15:00;2024-04-09 14:45:00+02:00;1712666700.0;2024-04-09 15:00:00+02:00;1712667600.0
15:00 - 15:15;4210.0;4631.0;;2908.0;1700.0;373.0;;;20.0;46.0;5526.0;1838.0;176.0;;;153.0;59.0;14493.0;488.0;4771.0;25344.0;15:00;15:15;2024-04-09 15:00:00+02:00;1712667600.0;2024-04-09 15:15:00+02:00;1712668500.0
15:15 - 15:30;4230.0;4603.0;;2870.0;1823.0;373.0;;;20.0;15.0;5640.0;1835.0;226.0;;;151.0;59.0;13576.0;490.0;4949.0;26067.0;15:15;15:30;2024-04-09 15:15:00+02:00;1712668500.0;2024-04-09 15:30:00+02:00;1712669400.0
15:30 - 15:45;4245.0;4289.0;;2873.0;1856.0;373.0;;;20.0;31.0;5122.0;1851.0;239.0;;;151.0;59.0;12446.0;491.0;5124.0;26931.0;15:30;15:45;2024-04-09 15:30:00+02:00;1712669400.0;2024-04-09 15:45:00+02:00;1712670300.0
15:45 - 16:00;4257.0;4105.0;;2877.0;1870.0;373.0;;;20.0;92.0;4310.0;1848.0;258.0;;;151.0;59.0;11398.0;489.0;5142.0;26988.0;15:45;16:00;2024-04-09 15:45:00+02:00;1712670300.0;2024-04-09 16:00:00+02:00;1712671200.0
16:00 - 16:15;4271.0;3986.0;;2876.0;1870.0;373.0;;;20.0;17.0;5027.0;1835.0;148.0;;;151.0;59.0;10535.0;488.0;5186.0;27680.0;16:00;16:15;2024-04-09 16:00:00+02:00;1712671200.0;2024-04-09 16:15:00+02:00;1712672100.0
16:15 - 16:30;4290.0;3930.0;;2918.0;1910.0;373.0;;;20.0;42.0;4404.0;1827.0;156.0;;;149.0;59.0;9654.0;494.0;5270.0;27872.0;16:15;16:30;2024-04-09 16:15:00+02:00;1712672100.0;2024-04-09 16:30:00+02:00;1712673000.0
16:30 - 16:45;4297.0;3916.0;;3076.0;1969.0;373.0;;;20.0;109.0;2637.0;1829.0;221.0;;;149.0;59.0;8670.0;491.0;4921.0;28147.0;16:30;16:45;2024-04-09 16:30:00+02:00;1712673000.0;2024-04-09 16:45:00+02:00;1712673900.0
16:45 - 17:00;4306.0;3921.0;;3242.0;2091.0;373.0;;;20.0;469.0;1586.0;1825.0;341.0;;;149.0;59.0;7616.0;490.0;4460.0;27920.0;16:45;17:00;2024-04-09 16:45:00+02:00;1712673900.0;2024-04-09 17:00:00+02:00;1712674800.0
17:00 - 17:15;4319.0;3985.0;;3567.0;2246.0;373.0;;;20.0;181.0;2419.0;1811.0;91.0;;;149.0;59.0;6696.0;495.0;5169.0;27900.0;17:00;17:15;2024-04-09 17:00:00+02:00;1712674800.0;2024-04-09 17:15:00+02:00;1712675700.0
17:15 - 17:30;4323.0;4262.0;;3634.0;2319.0;373.0;;;20.0;310.0;1676.0;1805.0;167.0;;;149.0;59.0;5786.0;500.0;5314.0;28483.0;17:15;17:30;2024-04-09 17:15:00+02:00;1712675700.0;2024-04-09 17:30:00+02:00;1712676600.0
17:30 - 17:45;4338.0;4572.0;;3716.0;2455.0;373.0;;;20.0;685.0;422.0;1804.0;251.0;;;149.0;59.0;4974.0;503.0;5610.0;28027.0;17:30;17:45;2024-04-09 17:30:00+02:00;1712676600.0;2024-04-09 17:45:00+02:00;1712677500.0
17:45 - 18:00;4351.0;4726.0;;3819.0;2556.0;373.0;;;20.0;1309.0;38.0;1800.0;171.0;;;149.0;59.0;4194.0;503.0;5934.0;27817.0;17:45;18:00;2024-04-09 17:45:00+02:00;1712677500.0;2024-04-09 18:00:00+02:00;1712678400.0
18:00 - 18:15;4372.0;4777.0;;3840.0;2659.0;373.0;;;20.0;1343.0;115.0;1805.0;78.0;;;149.0;59.0;3422.0;508.0;6570.0;27446.0;18:00;18:15;2024-04-09 18:00:00+02:00;1712678400.0;2024-04-09 18:15:00+02:00;1712679300.0
18:15 - 18:30;4380.0;4921.0;;3940.0;2743.0;373.0;;;20.0;1538.0;18.0;1811.0;105.0;;;149.0;59.0;2709.0;506.0;6690.0;27119.0;18:15;18:30;2024-04-09 18:15:00+02:00;1712679300.0;2024-04-09 18:30:00+02:00;1712680200.0
18:30 - 18:45;4397.0;5038.0;;4057.0;2768.0;373.0;;;20.0;3571.0;13.0;1817.0;117.0;;;149.0;59.0;2052.0;511.0;6763.0;26587.0;18:30;18:45;2024-04-09 18:30:00+02:00;1712680200.0;2024-04-09 18:45:00+02:00;1712681100.0
18:45 - 19:00;4408.0;5100.0;;4145.0;2831.0;373.0;;;20.0;4906.0;11.0;1818.0;185.0;;;149.0;59.0;1517.0;509.0;6801.0;26012.0;18:45;19:00;2024-04-09 18:45:00+02:00;1712681100.0;2024-04-09 19:00:00+02:00;1712682000.0
19:00 - 19:15;4422.0;5104.0;;4241.0;2760.0;373.0;;;20.0;4646.0;11.0;1816.0;85.0;;;149.0;59.0;1068.0;510.0;6635.0;25821.0;19:00;19:15;2024-04-09 19:00:00+02:00;1712682000.0;2024-04-09 19:15:00+02:00;1712682900.0
19:15 - 19:30;4411.0;5123.0;;4297.0;2797.0;373.0;;;20.0;4928.0;16.0;1814.0;95.0;;;149.0;59.0;706.0;508.0;6636.0;25345.0;19:15;19:30;2024-04-09 19:15:00+02:00;1712682900.0;2024-04-09 19:30:00+02:00;1712683800.0
19:30 - 19:45;4411.0;5158.0;;4417.0;2876.0;373.0;;;20.0;5780.0;15.0;1811.0;92.0;;;149.0;59.0;405.0;508.0;6621.0;25144.0;19:30;19:45;2024-04-09 19:30:00+02:00;1712683800.0;2024-04-09 19:45:00+02:00;1712684700.0
19:45 - 20:00;4415.0;5139.0;;4413.0;2965.0;373.0;;;20.0;6047.0;15.0;1810.0;97.0;;;149.0;59.0;198.0;511.0;6547.0;25388.0;19:45;20:00;2024-04-09 19:45:00+02:00;1712684700.0;2024-04-09 20:00:00+02:00;1712685600.0
20:00 - 20:15;4409.0;5154.0;;4544.0;3018.0;373.0;;;20.0;6032.0;15.0;1805.0;92.0;;;149.0;59.0;71.0;510.0;6077.0;25838.0;20:00;20:15;2024-04-09 20:00:00+02:00;1712685600.0;2024-04-09 20:15:00+02:00;1712686500.0
20:15 - 20:30;4392.0;5146.0;;4636.0;3010.0;373.0;;;20.0;5418.0;17.0;1804.0;52.0;;;149.0;59.0;4.0;505.0;5999.0;26128.0;20:15;20:30;2024-04-09 20:15:00+02:00;1712686500.0;2024-04-09 20:30:00+02:00;1712687400.0
20:30 - 20:45;4393.0;5045.0;;4650.0;3023.0;373.0;;;20.0;4468.0;19.0;1809.0;50.0;;;149.0;59.0;0.0;511.0;5987.0;26284.0;20:30;20:45;2024-04-09 20:30:00+02:00;1712687400.0;2024-04-09 20:45:00+02:00;1712688300.0
20:45 - 21:00;4393.0;4940.0;;4835.0;3064.0;373.0;;;20.0;3616.0;20.0;1812.0;41.0;;;149.0;59.0;0.0;510.0;5536.0;26211.0;20:45;21:00;2024-04-09 20:45:00+02:00;1712688300.0;2024-04-09 21:00:00+02:00;1712689200.0
21:00 - 21:15;4379.0;4763.0;;5012.0;3067.0;373.0;;;20.0;3754.0;19.0;1808.0;128.0;;;149.0;59.0;0.0;507.0;4857.0;26799.0;21:00;21:15;2024-04-09 21:00:00+02:00;1712689200.0;2024-04-09 21:15:00+02:00;1712690100.0
21:15 - 21:30;4355.0;4667.0;;4972.0;3120.0;373.0;;;20.0;2486.0;20.0;1808.0;57.0;;;148.0;59.0;0.0;508.0;4798.0;27306.0;21:15;21:30;2024-04-09 21:15:00+02:00;1712690100.0;2024-04-09 21:30:00+02:00;1712691000.0
21:30 - 21:45;4347.0;4630.0;;5014.0;3163.0;373.0;;;20.0;923.0;259.0;1810.0;63.0;;;147.0;59.0;0.0;510.0;4750.0;27010.0;21:30;21:45;2024-04-09 21:30:00+02:00;1712691000.0;2024-04-09 21:45:00+02:00;1712691900.0
21:45 - 22:00;4341.0;4062.0;;5191.0;3171.0;373.0;;;20.0;780.0;1063.0;1808.0;60.0;;;147.0;59.0;0.0;507.0;4660.0;27164.0;21:45;22:00;2024-04-09 21:45:00+02:00;1712691900.0;2024-04-09 22:00:00+02:00;1712692800.0
22:00 - 22:15;4339.0;4112.0;;5336.0;3162.0;373.0;;;20.0;969.0;699.0;1806.0;236.0;;;147.0;59.0;0.0;508.0;3906.0;26387.0;22:00;22:15;2024-04-09 22:00:00+02:00;1712692800.0;2024-04-09 22:15:00+02:00;1712693700.0
22:15 - 22:30;4314.0;3876.0;;5295.0;3113.0;373.0;;;20.0;214.0;1196.0;1809.0;63.0;;;147.0;59.0;0.0;505.0;3823.0;26309.0;22:15;22:30;2024-04-09 22:15:00+02:00;1712693700.0;2024-04-09 22:30:00+02:00;1712694600.0
22:30 - 22:45;4308.0;3882.0;;5274.0;3056.0;373.0;;;20.0;41.0;1864.0;1813.0;80.0;;;147.0;59.0;0.0;504.0;3850.0;26364.0;22:30;22:45;2024-04-09 22:30:00+02:00;1712694600.0;2024-04-09 22:45:00+02:00;1712695500.0
22:45 - 23:00;4300.0;3908.0;;5230.0;3009.0;373.0;;;20.0;21.0;3464.0;1806.0;68.0;;;147.0;59.0;0.0;500.0;3933.0;26536.0;22:45;23:00;2024-04-09 22:45:00+02:00;1712695500.0;2024-04-09 23:00:00+02:00;1712696400.0
23:00 - 23:15;4282.0;3903.0;;4780.0;2956.0;373.0;;;20.0;323.0;1888.0;1803.0;160.0;;;141.0;59.0;0.0;503.0;4025.0;26396.0;23:00;23:15;2024-04-09 23:00:00+02:00;1712696400.0;2024-04-09 23:15:00+02:00;1712697300.0
23:15 - 23:30;4265.0;3892.0;;4776.0;2947.0;373.0;;;20.0;215.0;2865.0;1818.0;64.0;;;141.0;59.0;0.0;501.0;4057.0;26078.0;23:15;23:30;2024-04-09 23:15:00+02:00;1712697300.0;2024-04-09 23:30:00+02:00;1712698200.0
